A1,A2,A3,A4,A5,A6,A7,A8,A9,Class
81,0,86,2,-40,6,5,127,123,positive
81,0,86,0,-40,3,4,127,123,positive
84,0,88,0,2,0,3,84,81,positive
84,0,88,0,1,0,3,85,82,positive
77,4,81,0,-42,0,4,125,122,positive
89,0,92,-5,255,3206,2,-162,-165,positive
82,0,87,0,-40,2,4,128,124,positive
106,3,108,0,70,0,1,38,36,positive
84,0,87,-6,0,0,3,87,84,positive
84,-2,88,0,6,0,4,83,78,positive
103,4,104,0,70,-2,1,35,34,positive
81,1,85,0,-23,13,4,109,106,positive
85,0,88,0,1,-17,3,86,83,positive
82,-1,86,0,-10,-1,3,96,92,positive
104,0,105,0,72,23,1,33,31,positive
79,0,83,0,-24,25,4,109,105,positive
105,0,106,0,71,1,1,35,34,positive
84,8,88,0,6,-8,5,83,78,positive
79,-1,83,0,-27,-7,4,111,107,positive
102,0,103,3,70,-1,1,33,32,positive
79,0,83,0,-27,20,4,111,107,positive
84,0,88,0,0,-9,3,88,86,positive
82,0,86,0,-6,-17,3,92,90,positive
84,0,87,0,-1,0,3,89,85,positive
84,1,88,0,0,-1,3,87,84,positive
104,-1,105,-2,70,0,1,35,34,positive
85,6,89,0,3,-6,3,85,82,positive
83,0,86,0,-2,0,3,90,86,positive
106,4,108,0,70,0,1,38,36,positive
103,3,104,0,70,-1,1,35,34,positive
101,0,102,2,72,29,1,30,29,positive
77,2,81,0,-42,0,4,125,122,positive
85,0,88,0,1,-17,3,86,82,positive
77,4,81,0,-42,0,4,125,122,positive
77,3,81,0,-42,0,4,125,122,positive
74,0,79,4,-42,0,4,123,119,positive
101,4,102,0,72,14,1,29,28,positive
102,1,103,5,70,0,1,33,32,positive
101,0,102,0,72,14,1,29,28,positive
106,3,107,0,70,-1,1,37,35,positive
80,0,84,-2,-36,0,4,120,116,positive
104,4,105,3,70,0,1,35,34,positive
79,0,84,3,-40,7,4,125,121,positive
82,-1,86,0,-10,-2,3,97,93,positive
82,0,87,0,-40,1,4,128,124,positive
78,0,82,0,-40,6,4,123,120,positive
76,-1,80,-3,-40,0,4,121,117,positive
76,2,80,0,-40,0,4,121,118,positive
102,-1,104,0,70,0,1,34,32,positive
84,-1,88,0,6,0,4,83,78,positive
106,2,107,3,70,0,1,37,36,positive
77,3,81,0,-42,0,4,125,122,positive
106,1,108,1,70,0,1,38,36,positive
80,-3,84,-3,-40,1,4,126,122,positive
80,-4,85,0,-22,0,4,109,104,positive
84,0,88,0,6,0,3,83,79,positive
84,0,88,0,3,0,3,84,81,positive
102,0,103,1,70,-5,1,33,32,positive
76,0,80,-4,-41,-7,4,123,119,positive
81,3,84,0,-17,0,4,103,99,positive
76,2,81,-2,-42,0,4,125,120,positive
102,0,103,2,70,-3,1,33,32,positive
80,-2,85,-2,-40,1,4,126,122,positive
76,2,81,-2,-42,0,4,125,120,positive
80,-2,85,0,-23,0,4,109,104,positive
84,0,88,0,0,-9,3,88,86,positive
106,2,108,3,70,0,1,38,36,positive
78,0,82,0,-40,0,4,124,120,positive
84,0,88,0,0,-9,3,88,86,positive
102,0,104,0,72,11,1,31,30,positive
103,0,104,0,72,11,1,32,31,positive
103,1,104,0,70,0,1,35,34,positive
103,3,104,8,70,0,1,35,34,positive
102,0,103,0,70,-1,1,33,32,positive
85,0,88,0,2,17,3,86,82,positive
84,0,88,0,1,20,3,86,82,positive
84,0,88,-2,-1,-12,3,89,87,positive
104,0,105,0,70,1,1,35,34,positive
80,0,83,0,-20,23,4,105,102,positive
84,0,88,-1,0,-10,3,88,86,positive
80,-3,84,0,-23,-6,4,109,105,positive
102,4,103,2,70,-2,1,33,32,positive
74,6,78,9,-42,-1,4,122,118,positive
80,0,85,-1,-40,1,4,126,122,positive
80,-2,85,0,-24,-2,4,110,105,positive
84,0,88,0,0,-23,3,87,83,positive
106,0,108,1,70,-14,1,38,36,positive
106,-2,107,-5,72,1,1,35,34,positive
82,0,86,2,-40,6,5,128,124,positive
82,0,86,0,-10,0,4,97,92,positive
84,0,88,-1,5,-6,4,83,78,positive
84,0,87,-4,0,1,3,87,84,positive
102,0,103,0,72,16,1,31,30,positive
82,0,86,0,-2,23,3,88,84,positive
85,0,88,0,2,-21,3,86,82,positive
102,0,103,-2,72,10,1,31,30,positive
79,0,83,0,-40,0,4,125,120,positive
84,0,88,0,-2,-15,3,90,88,positive
81,0,86,4,-40,6,5,127,122,positive
80,0,84,0,-36,0,4,120,116,positive
77,1,81,0,-40,0,4,122,118,positive
84,0,88,0,0,-16,3,88,86,positive
84,0,87,-6,0,0,3,87,84,positive
82,0,86,0,-1,24,3,87,83,positive
106,4,108,0,70,0,1,38,36,positive
102,0,103,1,70,-6,1,33,32,positive
84,3,88,0,6,-4,3,83,79,positive
84,0,88,0,2,0,3,84,81,positive
84,0,88,0,-1,-19,3,89,87,positive
84,0,88,0,6,0,3,83,79,positive
80,0,84,-4,-36,0,4,120,116,positive
84,0,88,-1,-2,-15,3,90,88,positive
84,0,88,0,-2,-16,3,90,88,positive
84,0,88,0,0,0,3,88,84,positive
105,-4,106,-6,70,0,1,35,34,positive
76,1,80,-3,-40,0,4,121,118,positive
106,0,107,5,70,0,1,37,36,positive
82,0,86,2,-40,4,5,128,124,positive
76,1,81,-2,-41,0,4,124,120,positive
80,0,84,-1,-40,0,4,125,121,positive
103,0,104,0,70,0,1,34,33,positive
84,0,87,0,0,0,3,88,84,positive
76,2,80,0,-40,0,4,121,118,positive
84,-1,88,0,6,0,3,83,78,positive
82,-1,86,0,-10,0,4,97,92,positive
80,-1,84,0,-25,-6,4,110,106,positive
84,-3,88,0,2,1,3,85,81,positive
102,4,103,0,70,-2,1,34,33,positive
106,42,105,4,65,0,-1,39,41,positive
101,3,102,0,72,13,1,29,28,positive
101,0,102,0,72,14,1,29,28,positive
102,0,103,-3,72,10,1,30,29,positive
78,0,82,0,-40,0,4,124,120,positive
104,0,105,0,72,24,1,33,31,positive
84,0,88,0,1,0,3,86,82,positive
106,-1,108,0,70,0,1,38,36,positive
84,0,88,-1,0,-20,3,87,84,positive
82,0,87,1,-40,5,5,128,124,positive
106,-2,107,-6,71,3,1,36,35,positive
78,0,82,0,-40,0,4,123,119,positive
83,1,86,0,-1,0,3,88,86,positive
80,0,85,4,-40,7,5,126,122,positive
80,0,85,3,-40,7,5,126,122,positive
84,0,88,0,0,0,3,86,84,positive
102,4,103,0,70,-2,1,34,33,positive
104,0,105,0,72,10,1,33,32,positive
85,0,88,0,1,-8,3,86,82,positive
102,0,103,0,70,0,1,33,32,positive
106,0,107,6,70,0,1,37,36,positive
105,0,106,0,72,22,1,34,32,positive
81,0,86,0,-40,4,4,127,122,positive
76,0,80,-3,-40,0,4,121,118,positive
84,0,88,3,6,0,3,83,79,positive
85,0,88,3,6,0,3,83,80,positive
105,4,107,2,70,0,1,37,35,positive
84,0,88,-2,-1,-12,3,89,87,positive
79,-1,83,0,-40,0,4,124,120,positive
78,0,82,0,-30,20,4,114,109,positive
82,0,85,0,-10,-14,3,96,93,positive
106,-1,108,0,70,0,1,38,36,positive
84,0,87,0,-1,-14,3,89,86,positive
85,0,88,0,2,-25,3,86,82,positive
84,0,88,3,6,0,3,83,79,positive
81,2,84,0,-20,-1,4,105,102,positive
80,-2,84,0,-24,-3,4,109,105,positive
80,4,84,0,-20,0,4,105,102,positive
77,0,81,-4,-43,-17,4,126,122,positive
101,1,103,0,72,12,1,30,29,positive
106,0,108,0,71,5,1,36,34,positive
116,941,105,2,47,-3,-11,57,68,positive
102,2,102,0,70,-4,1,33,32,positive
84,-2,88,0,6,0,5,83,78,positive
84,0,88,0,4,0,3,83,80,positive
81,0,86,0,-40,1,4,127,122,positive
106,0,107,0,72,4,1,35,34,positive
79,-1,83,0,-40,1,4,124,120,positive
84,0,88,0,-1,-12,3,89,87,positive
84,0,88,0,0,0,3,86,84,positive
80,1,85,0,-40,1,4,127,122,positive
119,227,105,0,41,-1,-14,63,76,positive
79,0,83,0,-28,-6,4,112,108,positive
79,0,83,0,-26,26,4,110,106,positive
83,0,87,-1,-2,-12,3,90,88,positive
105,1,106,0,70,-2,1,36,34,positive
78,0,82,-5,-37,0,4,120,116,positive
106,-1,108,0,70,0,1,38,36,positive
78,4,82,0,-42,0,4,126,122,positive
102,3,102,1,70,-3,1,33,32,positive
101,3,102,0,72,14,1,29,28,positive
81,0,86,0,-40,2,4,127,122,positive
104,0,105,0,70,-2,1,35,34,positive
79,2,83,0,-28,-3,4,112,108,positive
79,0,83,0,-29,-6,4,113,109,positive
106,0,107,0,72,16,1,35,33,positive
101,0,102,0,72,13,1,30,29,positive
80,0,84,0,-40,1,4,126,121,positive
84,0,88,0,2,0,3,84,81,positive
103,0,104,0,72,11,1,32,31,positive
84,-1,88,0,0,0,3,87,83,positive
101,0,102,2,72,24,1,30,29,positive
83,0,86,0,-3,-12,3,91,88,positive
101,0,102,0,72,35,1,30,28,positive
76,0,80,-4,-40,0,4,121,117,positive
83,0,87,0,-2,-12,3,90,88,positive
102,0,102,0,70,-8,1,33,32,positive
85,0,88,3,6,0,3,83,80,positive
102,0,102,1,70,-5,1,33,32,positive
84,0,87,0,0,19,3,86,82,positive
104,1,106,5,70,-21,1,36,34,positive
106,0,108,-2,70,-3,1,38,36,positive
74,3,78,7,-42,0,4,122,118,positive
75,4,79,4,-40,0,4,122,118,positive
84,0,87,0,0,19,3,86,82,positive
81,0,85,0,-40,1,4,126,122,positive
81,0,86,0,-40,3,4,127,123,positive
84,0,88,-2,1,0,3,86,82,positive
85,0,88,0,2,18,3,86,82,positive
84,0,88,0,1,0,3,85,82,positive
82,0,86,0,-6,-17,3,92,90,positive
82,-1,86,0,-10,0,4,96,92,positive
82,0,85,0,-5,17,3,92,89,positive
101,3,102,0,72,13,1,29,28,positive
81,0,86,0,-40,2,4,127,122,positive
101,0,102,0,71,3,1,29,28,positive
84,0,88,0,-1,-12,3,89,87,positive
102,2,103,6,70,0,1,34,33,positive
102,-3,104,0,70,0,1,34,32,positive
101,0,102,0,72,14,1,29,28,positive
104,0,105,0,70,0,1,35,34,positive
84,0,88,0,0,17,3,87,83,positive
78,0,82,-5,-37,0,4,120,116,positive
84,0,88,-2,-2,-13,3,90,88,positive
106,0,107,7,70,0,1,37,35,positive
76,2,80,0,-40,0,4,121,118,positive
81,0,84,1,-13,-2,3,99,96,positive
106,-1,107,-2,72,1,1,35,34,positive
106,0,107,-1,72,3,1,35,34,positive
83,0,86,0,-4,0,3,92,88,positive
106,0,108,0,70,0,1,38,36,positive
82,0,85,0,-2,23,3,88,84,positive
84,0,88,0,1,-17,3,86,82,positive
84,0,88,0,2,0,3,85,82,positive
74,5,79,5,-41,-1,4,122,118,positive
84,0,87,-234,0,1,3,87,84,positive
85,0,88,0,5,0,3,83,80,positive
107,0,107,-6,71,5,1,36,35,positive
105,0,106,0,72,9,1,34,33,positive
104,0,105,0,70,1,1,35,34,positive
84,0,87,0,-1,0,3,89,85,positive
107,-1,107,-5,72,4,1,35,35,positive
82,-1,86,0,-10,0,4,96,92,positive
80,-4,83,0,-22,-6,4,108,104,positive
84,1,87,0,0,0,3,88,86,positive
80,0,85,5,-40,7,5,126,122,positive
84,0,88,-1,6,-3,4,83,78,positive
105,0,107,-2,70,-3,1,37,35,positive
104,2,105,6,70,0,1,35,34,positive
82,0,85,0,-3,18,3,90,87,positive
79,0,83,1,-44,-27,4,129,125,positive
77,-2,81,0,-40,0,4,122,117,positive
81,0,86,0,-40,2,4,127,122,positive
102,-1,103,1,70,0,1,33,32,positive
84,0,88,0,6,0,3,83,79,positive
104,1,106,8,70,0,1,36,34,positive
76,0,80,0,-40,0,4,121,117,positive
105,1,107,6,70,-26,1,37,35,positive
82,0,85,0,-9,-17,3,94,91,positive
102,0,103,2,70,0,1,33,32,positive
79,-1,83,-4,-37,1,4,121,117,positive
101,0,102,0,72,37,1,30,28,positive
78,-1,82,0,-40,0,4,124,119,positive
78,0,82,0,-40,6,4,123,120,positive
81,0,86,0,-40,2,4,127,122,positive
84,0,87,0,-1,0,3,89,85,positive
76,-2,81,1,-40,15,5,122,117,positive
82,2,86,4,-40,0,4,128,124,positive
105,4,107,2,70,0,1,37,35,positive
81,0,84,1,-12,0,4,98,94,positive
81,0,85,-1,-40,0,4,126,122,positive
82,0,86,0,-11,0,4,98,93,positive
102,0,103,0,70,-25,1,33,32,positive
81,0,86,0,-40,2,4,127,122,positive
107,0,108,-5,72,7,1,36,35,positive
80,0,84,-4,-36,0,4,120,116,positive
84,0,88,2,4,0,3,83,80,positive
102,4,103,2,70,-2,1,33,32,positive
102,3,104,5,70,-1,1,34,32,positive
105,0,107,-1,70,-3,1,37,35,positive
82,0,86,0,-11,-5,3,97,94,positive
120,239,105,0,40,-1,-15,64,79,positive
83,1,86,0,-1,0,3,87,85,positive
102,2,103,3,70,-1,1,33,32,positive
106,0,107,7,70,0,1,37,35,positive
107,0,108,0,72,13,1,36,34,positive
85,0,88,-346,0,0,3,88,84,positive
105,-4,106,-6,70,0,1,35,34,positive
104,0,105,0,70,-2,1,35,34,positive
81,0,86,0,-40,3,4,127,123,positive
102,2,102,0,70,-4,1,33,32,positive
76,0,80,-6,-41,-6,4,122,119,positive
79,1,83,0,-44,-15,4,129,125,positive
103,4,104,7,70,0,1,35,34,positive
101,0,102,0,72,31,1,30,28,positive
84,0,87,0,0,17,3,87,83,positive
80,-5,84,-5,-40,0,4,126,122,positive
102,0,103,0,72,12,1,31,30,positive
84,0,88,0,-1,-11,3,89,87,positive
84,0,87,0,1,17,3,86,82,positive
79,0,83,0,-29,-7,4,113,109,positive
105,0,106,0,70,-3,1,36,34,positive
76,1,80,0,-40,0,4,121,118,positive
102,0,103,2,70,-1,1,33,32,positive
102,0,104,0,72,11,1,31,30,positive
101,0,102,0,72,14,1,29,28,positive
106,-1,108,3,70,0,1,38,36,positive
84,-1,88,0,6,-2,4,83,78,positive
75,2,80,1,-40,0,4,122,118,positive
106,4,107,1,70,0,1,37,36,positive
104,0,105,0,70,1,1,35,34,positive
104,0,105,8,70,0,1,35,34,positive
103,5,104,4,70,0,1,34,33,positive
82,0,87,1,-40,4,5,128,124,positive
78,0,82,2,-41,0,4,125,121,positive
89,-1,92,-6,299,3962,2,-206,-209,positive
78,0,82,0,-40,5,4,123,120,positive
84,0,88,1,3,0,3,84,81,positive
83,0,86,0,-3,-12,3,91,88,positive
85,0,88,0,2,-7,3,86,82,positive
83,0,86,0,-3,-12,3,91,88,positive
84,0,88,0,0,0,3,87,83,positive
102,1,102,0,70,-6,1,33,32,positive
101,0,102,0,72,14,1,29,28,positive
84,-1,88,0,6,-2,5,83,78,positive
78,1,82,0,-37,0,4,121,116,positive
82,0,86,0,-40,0,4,127,123,positive
81,0,86,0,-40,2,4,127,122,positive
81,0,86,0,-40,5,4,127,122,positive
85,2,88,0,0,-7,3,87,85,positive
80,0,85,5,-40,7,5,126,122,positive
79,0,83,0,-28,24,4,112,108,positive
83,0,86,0,-3,18,3,91,87,positive
104,-1,105,-2,70,0,1,35,34,positive
76,2,81,-1,-40,0,4,123,118,positive
84,-2,88,0,6,0,4,83,78,positive
80,0,85,3,-40,7,5,126,122,positive
79,-1,83,0,-40,0,4,124,120,positive
83,0,87,0,-4,-13,3,91,89,positive
81,0,85,0,-21,0,4,107,103,positive
83,0,87,-2,-2,-12,3,90,88,positive
101,0,102,0,72,37,1,30,28,positive
79,0,83,0,-27,25,4,111,107,positive
101,0,102,2,72,28,1,30,29,positive
106,3,108,1,70,0,1,38,36,positive
101,4,102,0,72,13,1,29,28,positive
82,0,85,0,-5,17,3,92,89,positive
102,0,103,3,70,0,1,33,32,positive
77,1,81,0,-41,0,4,125,121,positive
102,4,104,5,70,-1,1,34,32,positive
81,3,85,3,-40,0,4,128,124,positive
81,0,85,0,-12,0,4,99,94,positive
85,0,88,0,0,-17,3,87,85,positive
84,0,87,-202,0,1,3,87,84,positive
83,0,87,-2,-2,-12,3,90,88,positive
106,0,107,-3,70,-3,1,37,35,positive
83,0,86,0,-3,18,3,91,87,positive
104,0,105,0,70,-1,1,35,34,positive
84,0,88,0,-2,-12,3,90,88,positive
104,0,105,0,72,12,1,33,32,positive
77,1,81,0,-41,0,4,124,121,positive
102,0,103,0,70,-25,1,33,32,positive
84,0,87,0,1,0,3,85,82,positive
118,194,105,0,46,-1,-12,59,71,positive
80,-3,84,0,-23,-6,4,108,104,positive
103,1,104,0,70,0,1,35,34,positive
102,-2,104,0,70,0,1,34,32,positive
82,0,85,0,-4,17,3,91,88,positive
76,2,80,0,-40,0,4,121,118,positive
102,3,104,5,70,-1,1,34,32,positive
105,0,106,0,72,20,1,34,32,positive
84,0,88,-1,-2,-12,3,90,88,positive
78,0,82,2,-43,-13,4,127,123,positive
80,0,84,0,-27,0,4,111,107,positive
82,0,86,0,-40,0,4,128,124,positive
105,4,106,1,70,0,1,36,35,positive
82,0,86,1,-40,4,5,128,124,positive
78,0,82,0,-40,0,4,123,119,positive
76,3,80,6,-42,0,4,124,120,positive
102,2,103,0,72,12,1,31,30,positive
78,1,82,3,-42,-6,4,126,122,positive
97,0,99,0,140,1213,1,-41,-42,positive
106,4,107,2,70,0,1,37,36,positive
84,0,88,-2,-1,-12,3,89,87,positive
80,-5,85,-3,-40,0,4,126,122,positive
105,0,106,0,70,-2,1,36,34,positive
84,0,88,3,6,0,3,83,79,positive
80,1,84,0,-24,14,4,110,106,positive
77,0,81,0,-41,0,4,125,121,positive
83,1,86,0,-1,0,3,88,85,positive
101,0,102,-1,72,13,1,29,28,positive
105,-2,107,0,70,0,1,37,35,positive
84,0,88,0,0,18,3,87,83,positive
102,1,102,0,70,-5,1,33,32,positive
106,0,108,0,71,6,1,36,34,positive
80,-4,83,0,-22,-6,4,108,104,positive
76,3,81,-2,-42,0,4,125,120,positive
78,0,82,2,-41,0,4,125,121,positive
78,4,81,0,-42,0,4,125,122,positive
83,0,87,0,-3,-18,3,90,88,positive
83,0,87,0,-2,-17,3,90,88,positive
79,0,83,0,-28,0,4,112,108,positive
82,0,86,0,-40,0,4,127,123,positive
85,-3,88,0,2,1,3,85,81,positive
80,0,85,3,-40,7,5,126,122,positive
78,0,82,-2,-40,2,4,123,119,positive
102,0,103,0,72,12,1,31,30,positive
108,318,105,4,62,-1,-3,42,45,positive
84,0,87,-205,0,1,3,87,84,positive
101,0,103,0,72,12,1,30,29,positive
80,0,84,-2,-36,0,4,120,116,positive
102,1,102,0,70,-5,1,33,32,positive
102,4,104,7,70,0,1,34,33,positive
84,-3,88,0,2,1,3,85,82,positive
105,-1,107,0,70,0,1,37,35,positive
103,1,105,8,70,0,1,35,34,positive
102,0,102,2,70,-2,1,33,32,positive
78,0,82,0,-40,0,4,124,120,positive
104,0,105,0,72,12,1,33,32,positive
102,0,103,1,72,18,1,31,30,positive
75,0,80,4,-42,0,4,124,120,positive
82,0,86,0,-12,-2,3,99,94,positive
79,-1,83,0,-40,1,4,124,120,positive
102,2,103,0,72,12,1,31,30,positive
103,0,105,3,70,-27,1,35,33,positive
111,195,100,0,27,-4,-11,73,83,positive
78,2,81,2,-42,0,4,125,122,positive
102,2,102,1,70,-4,1,33,32,positive
102,0,103,2,70,0,1,33,32,positive
81,1,86,0,-40,3,4,127,122,positive
81,1,84,1,-15,0,4,101,97,positive
123,1227,105,0,36,-4,-18,69,86,positive
81,-5,84,0,-22,-3,4,108,104,positive
84,0,88,0,1,20,3,86,82,positive
84,0,88,0,6,0,3,83,79,positive
106,0,108,0,70,0,1,38,36,positive
79,0,83,0,-28,0,4,112,108,positive
83,0,86,0,-3,-12,3,91,88,positive
102,0,103,1,70,0,1,33,32,positive
84,0,87,0,0,17,3,87,83,positive
84,0,88,0,0,-16,3,88,86,positive
76,-1,80,0,-40,0,4,121,117,positive
106,0,107,0,71,2,1,35,34,positive
102,-1,103,1,70,0,1,33,32,positive
78,0,82,0,-40,6,4,123,120,positive
78,3,81,1,-42,0,4,125,122,positive
83,0,86,0,-3,-13,3,91,88,positive
103,0,104,0,70,-12,1,34,33,positive
81,2,85,0,-22,9,4,109,106,positive
84,0,87,-1,0,0,3,87,85,positive
107,0,108,0,72,8,1,36,34,positive
104,0,105,0,72,10,1,33,32,positive
79,0,83,-1,-40,2,4,124,120,positive
102,0,104,0,72,11,1,31,30,positive
85,0,88,0,1,-22,3,86,83,positive
105,0,106,0,70,-3,1,36,34,positive
77,1,81,0,-41,0,4,124,121,positive
85,-2,88,0,3,1,3,85,81,positive
82,0,87,0,-40,0,4,128,124,positive
76,2,80,0,-41,0,4,124,121,positive
77,1,81,-2,-41,0,4,124,120,positive
79,-1,83,-4,-37,1,4,121,117,positive
79,1,83,0,-29,-5,4,113,109,positive
74,3,78,7,-42,0,4,122,118,positive
102,0,103,0,70,-2,1,33,32,positive
106,0,107,7,70,0,1,37,35,positive
85,2,88,0,2,-6,3,86,83,positive
102,3,103,0,70,-4,1,34,33,positive
76,0,80,-6,-42,-10,4,124,120,positive
84,0,88,0,-1,-13,3,89,87,positive
79,2,83,0,-28,-2,4,112,108,positive
103,0,104,0,72,10,1,32,31,positive
82,0,86,0,-1,24,3,88,84,positive
84,-1,88,0,6,0,4,83,78,positive
78,1,82,0,-37,0,4,121,116,positive
102,0,103,1,70,0,1,33,32,positive
82,0,86,0,-3,19,3,91,87,positive
101,-2,103,0,70,1,1,31,30,positive
91,0,93,-4,231,2801,2,-137,-140,positive
80,0,83,0,-23,22,4,108,104,positive
76,2,80,-2,-41,0,4,123,119,positive
84,0,87,-6,0,0,3,87,84,positive
85,5,89,0,2,-5,3,85,82,positive
78,1,83,0,-40,6,4,124,120,positive
80,0,83,0,-21,24,4,106,103,positive
102,1,102,0,70,-7,1,33,32,positive
84,0,87,0,1,20,3,86,82,positive
75,0,80,3,-41,0,4,123,119,positive
102,0,102,1,70,-5,1,33,32,positive
81,3,84,0,-18,0,4,103,100,positive
101,0,102,-1,72,5,1,29,28,positive
106,4,107,1,70,0,1,37,36,positive
102,0,102,1,70,-5,1,33,32,positive
80,-2,83,0,-25,-6,4,110,106,positive
76,-3,80,0,-40,0,4,121,116,positive
80,1,84,0,-26,0,4,111,106,positive
81,1,85,0,-15,0,4,101,97,positive
84,0,88,0,-1,-18,3,89,87,positive
79,-4,83,-4,-40,0,4,125,121,positive
78,0,83,0,-40,10,4,124,119,positive
83,0,87,0,-1,18,3,89,85,positive
84,-3,88,0,2,1,3,85,82,positive
82,-1,86,0,-10,0,4,96,92,positive
102,4,104,6,70,0,1,34,33,positive
84,7,89,0,4,-7,4,84,80,positive
84,0,88,0,-2,-16,3,90,88,positive
85,4,88,0,1,-4,3,86,84,positive
101,0,102,0,72,35,1,30,28,positive
80,0,84,-3,-36,0,4,120,116,positive
80,-4,85,0,-22,0,4,109,104,positive
84,0,88,0,0,-20,3,87,84,positive
79,2,83,0,-28,-3,4,112,108,positive
81,1,86,0,-40,3,4,127,122,positive
84,0,88,-1,6,-4,4,83,78,positive
79,1,83,0,-44,-18,4,129,125,positive
104,4,105,0,70,-1,1,35,34,positive
81,4,84,0,-20,0,4,105,102,positive
81,0,84,0,-20,23,4,105,102,positive
76,2,80,-3,-41,0,4,124,119,positive
81,1,84,0,-20,17,4,105,102,positive
102,0,103,1,70,-15,1,33,32,positive
81,2,84,0,-20,0,4,106,102,positive
81,-5,85,0,-22,0,4,108,104,positive
107,0,107,-4,72,5,1,35,35,positive
81,0,84,1,-13,0,4,99,95,positive
81,0,85,0,-12,-7,3,99,96,positive
84,0,87,-1,-1,0,3,89,85,positive
84,-2,88,0,5,0,4,83,78,positive
84,-2,88,0,6,0,4,83,78,positive
82,0,86,0,-11,-4,3,97,94,positive
105,-2,106,-5,70,-1,1,36,34,positive
105,-3,106,-5,71,0,1,35,34,positive
81,0,86,0,-40,3,4,127,123,positive
83,0,86,0,-4,0,3,91,87,positive
84,-1,88,-1,6,-3,5,83,78,positive
77,-3,81,0,-40,0,4,122,117,positive
82,0,86,1,-40,4,5,128,124,positive
103,3,104,8,70,0,1,35,34,positive
107,0,107,-6,71,5,1,36,35,positive
77,0,81,0,-40,11,4,122,118,positive
84,0,87,0,1,20,3,86,82,positive
85,0,88,0,2,-19,3,86,82,positive
84,-2,88,0,4,0,3,84,79,positive
84,0,87,0,-1,0,3,89,85,positive
107,0,108,0,72,8,1,36,34,positive
104,4,105,4,70,0,1,35,34,positive
104,-3,105,-5,70,0,1,35,34,positive
107,0,108,-2,72,13,1,36,34,positive
84,1,87,0,0,0,3,88,86,positive
81,0,86,2,-40,7,5,127,123,positive
82,0,86,2,-40,4,5,128,124,positive
101,1,102,0,72,31,1,29,28,positive
78,0,82,0,-40,0,4,124,119,positive
107,0,108,-3,72,11,1,36,34,positive
81,0,85,0,-10,0,4,96,92,positive
81,1,86,2,-40,5,4,127,123,positive
82,0,86,0,-10,-4,3,97,93,positive
77,1,81,3,-42,0,4,125,122,positive
80,2,84,0,-41,0,4,127,123,positive
78,0,82,0,-40,0,4,124,119,positive
74,3,78,7,-42,0,4,122,118,positive
79,0,83,1,-44,-27,4,129,125,positive
102,3,103,0,70,-3,1,34,33,positive
80,0,83,0,-22,22,4,107,104,positive
105,0,106,0,70,-2,1,36,34,positive
81,-4,85,0,-21,0,4,108,103,positive
102,0,103,1,72,16,1,31,30,positive
85,0,88,0,2,-17,3,86,82,positive
102,2,103,0,70,-5,1,34,33,positive
102,0,103,2,70,0,1,33,32,positive
102,2,104,8,70,0,1,34,33,positive
79,0,83,0,-28,24,4,112,108,positive
107,0,107,-5,72,5,1,35,35,positive
81,3,84,0,-18,0,4,103,100,positive
84,0,87,0,0,0,3,87,84,positive
104,1,106,5,70,-28,1,36,34,positive
97,-1,99,-4,197,2202,2,-98,-100,positive
84,0,88,0,0,-9,3,88,86,positive
101,2,102,1,72,18,1,29,28,positive
82,0,86,0,-11,-4,3,97,94,positive
80,-4,85,0,-22,0,4,109,104,positive
79,0,83,0,-33,-3,4,118,113,positive
77,0,81,-4,-41,-7,4,124,120,positive
84,0,88,0,1,0,3,85,82,positive
83,0,86,0,-3,-12,3,91,87,positive
83,0,86,0,-3,-13,3,91,87,positive
82,0,85,0,-11,-11,3,97,94,positive
82,0,86,0,-10,0,4,96,92,positive
106,0,107,-3,72,4,1,35,34,positive
84,0,88,0,0,-22,3,88,85,positive
80,-4,83,0,-22,-6,4,108,104,positive
80,3,84,0,-28,0,4,112,108,positive
81,0,86,0,-40,3,4,127,123,positive
79,0,83,-1,-40,2,4,124,120,positive
84,0,88,0,0,-16,3,88,86,positive
79,-1,83,-3,-38,1,4,122,118,positive
77,1,81,0,-41,0,4,124,121,positive
102,4,104,6,70,0,1,34,33,positive
84,0,88,0,6,0,3,83,79,positive
104,0,105,0,70,-2,1,35,34,positive
79,0,83,0,-28,21,4,112,108,positive
102,0,103,1,70,-8,1,33,32,positive
102,-4,104,-2,70,0,1,34,32,positive
82,0,86,0,-10,-4,3,97,93,positive
105,0,106,-1,70,-3,1,36,34,positive
83,0,87,0,0,22,3,86,82,positive
80,0,84,0,-25,4,4,110,107,positive
76,-2,81,0,-40,17,4,122,116,positive
102,-2,104,0,70,0,1,34,32,positive
84,0,88,-1,6,-5,4,83,78,positive
78,0,82,-1,-42,-19,4,126,122,positive
104,1,105,0,70,-2,1,35,34,positive
81,0,84,1,-13,0,4,99,95,positive
76,0,80,-4,-40,0,4,121,118,positive
82,0,86,0,-40,0,4,127,123,positive
102,0,103,1,70,-6,1,33,32,positive
103,0,104,-2,72,10,1,31,30,positive
102,0,102,0,70,-8,1,33,32,positive
84,-2,88,0,4,0,3,84,79,positive
102,-3,104,0,70,0,1,34,32,positive
82,0,87,0,-40,0,4,128,124,positive
103,1,105,8,70,0,1,35,34,positive
82,0,87,0,-40,3,4,128,124,positive
