Length real,Diameter real,Height real,Whole_weight real,Shucked_weight real,Viscera_weight real,Shell_weight rea,Class
0.6182971132095821,0.49886474213972143,0.16891907232534825,1.195530165403989,0.45695167043672436,0.2878864742139721,0.3344867012554875,positive
0.5928645075787959,0.480716126894699,0.17785161931590301,1.0649399867471339,0.423487111737107,0.22079547254190468,0.3192903172367475,positive
0.6072002090633971,0.48220020906339717,0.16919968640490426,1.11123852610305,0.4263975435050834,0.25021949824784684,0.3272002090633972,positive
0.6576949293319194,0.5096101413361612,0.19538985866383873,1.6294627181993637,0.5119710308822909,0.30794908567338297,0.591559434655355,positive
0.6562591250288495,0.5115465311995133,0.19532390628606192,1.6193708969608274,0.512779646672332,0.29213686253750437,0.5847490939447343,positive
0.5716183961820211,0.4669080190898939,0.1869080190898939,1.0353262262552765,0.4356635856692351,0.18402641527191513,0.3308943389123395,positive
0.7186184534207537,0.5514912712276717,0.19085536026226124,2.063570568171812,0.6995633450988126,0.3397152079095509,0.9092768013113062,positive
0.6575380518934223,0.5173097405328886,0.19507610378684456,1.5307911016836022,0.48970053253855106,0.3073401820476264,0.5878424670408005,positive
0.5157566326069802,0.417120486620754,0.14242409732415082,0.7091342306650168,0.28924097324150805,0.1324843406345278,0.25242409732415083,positive
0.6411483682473921,0.5382774476289119,0.17557418412369602,1.5773160253606562,0.6235548952578239,0.2794405066183315,0.48131602536065615,positive
0.563318601273249,0.4324779019098735,0.17194689978779185,1.0212168528648102,0.33116378505055427,0.1847123684508804,0.3830531002122082,positive
0.5735568472337986,0.45721576383100637,0.1772157638310064,1.0423046500416755,0.402322227578662,0.17627261106480513,0.36190955574077954,positive
0.6382495288569046,0.49162476442845227,0.18418761778577386,1.392258721288955,0.5174221400179913,0.2819647239388298,0.4554690444644347,positive
0.712315440729113,0.5430872543054841,0.1719463221873391,1.987094014179905,0.7485167436705554,0.28214769199256573,0.8147316109366955,positive
0.6470285025463705,0.5120285025463704,0.19202850254637044,1.3382221355510877,0.5152875070971377,0.26894845432882974,0.44891449236088865,positive
0.525,0.4170111585117262,0.14929241879033722,0.870494420744137,0.3229767968739205,0.19251027240909915,0.2447298982331152,positive
0.565,0.4787044115794393,0.17474088231588786,0.9543829113904674,0.38609020553775714,0.21194241132747682,0.27733205915700926,positive
0.5515358288722432,0.4449018716541824,0.13990187165418239,0.8359837967969204,0.33723014704900156,0.16472227272929665,0.2700981283458176,positive
0.5656720733846948,0.4793279266153051,0.17768829353877946,0.9667450640780756,0.3985811007704231,0.21170684041499513,0.27903244030816926,positive
0.6646831251476362,0.525,0.1675349988189107,1.339806186658474,0.5482678765058888,0.3532855644635609,0.35380249822836607,positive
0.5749498011619497,0.4502509941902514,0.1702509941902514,1.047319284183019,0.3783634200144647,0.17070079535220112,0.38419681859119564,positive
0.57,0.4580588461243681,0.18144707689949446,0.9793541845281295,0.4069165460553894,0.17423649227939336,0.2982235384497472,positive
0.49334560560491225,0.3945430945220049,0.13809874445854636,0.639372463030907,0.2515961484327518,0.12000736336294733,0.2319380723561903,positive
0.4812732032738188,0.39118039017854356,0.14745359345236236,0.679335554434508,0.21526392196429128,0.1378262731249805,0.23562208431537487,positive
0.5861474047221624,0.4611474047221625,0.16840751361111966,1.061513880222147,0.38259595644441713,0.19375030127765316,0.36748264972231615,positive
0.5297954428022063,0.4202045571977937,0.13318746770606724,0.8937141379025206,0.27674546863735244,0.1834329363434197,0.3115794926099282,positive
0.6712834818604901,0.5310654188908823,0.17989096851519612,1.8693563695385196,0.7289747593417057,0.33694393942750017,0.5506790848659799,positive
0.6338630475420064,0.4894315237710032,0.1852842381144984,1.3861724784645337,0.5198895357576214,0.2735755784240871,0.458210595286246,positive
0.6491184091414727,0.491177613712209,0.16529602285368172,1.4587296928101758,0.5571112836687031,0.31282368182829456,0.40676965941957244,positive
0.57,0.45872170666357487,0.1819773653308599,0.9813162517241817,0.4091305002563401,0.17487283839703188,0.29848868266542994,positive
0.6589429371637174,0.5225335200486739,0.20394293716371736,1.3622717486548697,0.4989848766013282,0.2956158410517674,0.40541939437610863,positive
0.483143358545141,0.3606840674283251,0.125,0.4563274259734661,0.17288928765682263,0.0681286717090282,0.16239415690372144,positive
0.6063989235733395,0.4753497308933349,0.15982513455333255,1.6115584176546471,0.5509688697520064,0.3313005382133303,0.3413989235733395,positive
0.6406214861174278,0.533163652708295,0.1725140555302891,1.5608076276741853,0.6225874485662631,0.2760961861629074,0.4631917637688732,positive
0.565,0.4732716868800911,0.1736543373760182,0.943408807497784,0.3759853375969695,0.199121181037015,0.28711096361583605,positive
0.6577746794430533,0.5018497862953689,0.18061659543178962,1.4095190243116407,0.5104663817271585,0.3090055770025041,0.44345851142052595,positive
0.5245308266541415,0.4295630080150302,0.1913753386766868,0.9742686314631596,0.29125067735337357,0.2123219850699232,0.3595308266541415,positive
0.6403324813368338,0.5363427052948273,0.17367007465266443,1.5655473060759242,0.6246393825084794,0.2737263469620379,0.46868285460015613,positive
0.6703551740283976,0.5262943967535497,0.20111680973935087,1.3540737911659229,0.5127967691587222,0.2759849976588234,0.41258879350709937,positive
0.5079789245271965,0.405851290093096,0.12851053773640175,0.784160547400313,0.25484075235669423,0.15642576320627594,0.24957494575209163,positive
0.5692091438837913,0.47579085611620864,0.19183657553516545,1.0180325863149748,0.45163715825687045,0.19437519496942235,0.30025486330274814,positive
0.4939772376626289,0.4033863425975774,0.15069886188313145,0.7031647183770748,0.22854712385094209,0.14022045524674742,0.25935395255215343,positive
0.5398816827964973,0.41511831720350273,0.15523663440700547,0.893473268814011,0.30247633655929945,0.19958282204245192,0.31921297096630497,positive
0.6299593169988064,0.5049593169988064,0.15701627320047745,1.1429950378569205,0.4210438574583528,0.2798259569378276,0.31802440980071617,positive
0.656726881142686,0.5107279580002997,0.1959086014283574,1.6207624713994906,0.5094936599726315,0.2927449454854917,0.5879064477131298,positive
0.6426080390931054,0.5167867101034503,0.17671468404138013,1.62435734202069,0.5891973745982778,0.34244667752586255,0.4987894983931114,positive
0.565,0.4596356319942155,0.1709271263988431,0.9158639766283152,0.35062227550924074,0.16694009150634845,0.3116558624104122,positive
0.641607888827848,0.493303944413924,0.183348027793038,1.3969184457486392,0.5155330625343355,0.2883875873832593,0.453370069482595,positive
0.64,0.5216927101330808,0.16976934575230881,1.5043091583419372,0.620461682190386,0.28799962630499637,0.43053943889462487,positive
0.7109111040082673,0.5634701709525899,0.18641169515876496,1.8439976353980092,0.7550482856635566,0.403808180218576,0.5655849081311456,positive
0.6406139972959345,0.5025440108162622,0.16377200540813108,1.4490873753930036,0.6116756124387015,0.30454379540308857,0.3887720054081311,positive
0.5856978042969054,0.4789244510742263,0.18322664677732095,1.0538315966602034,0.43602884248041557,0.21129959069339968,0.3148111276855659,positive
0.636746974776221,0.48724899159207363,0.18816599439471576,1.279998619003643,0.4848688179369095,0.34017735011297034,0.34041498598678943,positive
0.6543913490857022,0.5162173018285956,0.18878269817140436,1.6279761070885659,0.5484755926029908,0.3236410918429146,0.5651307926856175,positive
0.6219624993241208,0.4938472214712454,0.16753888858849816,1.6197694442942492,0.5674048603976831,0.33671180536781137,0.4116194415907325,positive
0.565,0.4665669946417402,0.17231339892834804,0.929865329176315,0.3635146100336367,0.18329810735450677,0.2991794096448677,positive
0.5350688937082071,0.43952066811246215,0.18897244251671716,0.9677258872021275,0.3230622967443776,0.1993352399142853,0.33691732755015147,positive
0.6562141407026438,0.5161663283061688,0.20121414070264376,1.351356562810575,0.49507360167378933,0.3075315855984555,0.3935946097114563,positive
0.5550544078018496,0.43262241755416153,0.1475136019504624,0.8466071795201449,0.3344173039906875,0.17739934556657827,0.28486398049537603,positive
0.6373221269514682,0.5053557460970637,0.1631274443301386,1.190948010619596,0.4398428474524877,0.30467435692241013,0.3219663808544045,positive
0.5424893643318642,0.40801276280176296,0.1770085085345086,0.979297022012922,0.26251701706901726,0.2076527652737153,0.3774893643318642,positive
0.4911610877862679,0.3738389122137321,0.13075836832059817,0.5525507337784629,0.19747646469462937,0.09334152767170607,0.1789811717557035,positive
0.6267421144445595,0.49,0.18543552861113988,1.270212452458562,0.47945644713888597,0.3247769238474222,0.34728223569443,positive
0.5851440338969499,0.49093527889035454,0.1935970816644682,1.3160791244993404,0.5303597081664468,0.253485596610305,0.417014591677659,positive
0.5706364300612901,0.455,0.16436356993870987,0.8801966597139794,0.3318544258896778,0.14942416492849486,0.32,positive
0.57,0.4529224510177091,0.17733796081416728,0.9641504550124189,0.3897609863991484,0.16930555297700076,0.2961689804070836,positive
0.607406715055461,0.4756016787638652,0.15969916061806738,1.6083586796989113,0.552027050808234,0.33079664247226953,0.342406715055461,positive
0.5951083221228567,0.48127708053071416,0.17616875840785748,1.0684178992904279,0.4195604362850008,0.22376852681278514,0.32069270132678546,positive
0.4750471684397126,0.3566981122931417,0.12832547192671456,0.4884740573581581,0.19131839666075767,0.09211556752364469,0.1596886786051992,positive
0.435445405449754,0.32753448653970485,0.12708908108995082,0.3972063353249473,0.13459971900850318,0.06590086490477864,0.1467126487196065,positive
0.6447012594635149,0.4948506297317574,0.17588050378540593,1.4567979495513057,0.5165479546452827,0.31770754659313466,0.4233726448733811,positive
0.6474014551185703,0.5,0.18,1.3761775302386012,0.5159784721255012,0.2891147655133176,0.46019708976285945,positive
0.5913384436790529,0.4803346109197632,0.17899616724071035,1.0625745877025319,0.4261577235616575,0.21877343787474504,0.31833652729940803,positive
0.6407557033220384,0.49,0.18893892583050959,1.298064460352551,0.47910610741694903,0.34912553452204154,0.3455305370847452,positive
0.48422805577550937,0.39711402788775474,0.1478859721122453,0.6798087776897962,0.2251758408331612,0.13701185398520477,0.24960570139438773,positive
0.655,0.5045502463919825,0.18151674879732752,1.4173959359966595,0.5057248768040087,0.314606699518931,0.46320098556793016,positive
0.5512344413559109,0.4240274930507997,0.15279305169488872,0.8834426892711509,0.3155012996101286,0.18353111728817809,0.3131172206779555,positive
0.5550604344074214,0.4626057602129874,0.175,0.9363754013953993,0.38104532580556605,0.21301208688148426,0.2576057602129874,positive
0.6107264448912787,0.5002421482970929,0.1937197314628634,1.3170121074148546,0.5349809398799782,0.24862287214402623,0.4125605370742732,positive
0.5794970134789633,0.455,0.1548323378263211,0.8359634810442276,0.31667662173678895,0.1391874149120835,0.3179880539158532,positive
0.5563977936974264,0.43349448424356585,0.1721505515756434,0.9381131081619583,0.30608578868675496,0.17793562607156285,0.345806618907721,positive
0.5795016525703723,0.4773754131425931,0.18787376057222072,1.0442275614840772,0.44687210800184834,0.2030896896557434,0.31093853285648276,positive
0.5736970308971475,0.475,0.19315148455142625,1.0458285531290683,0.46935363225381693,0.1999890459693453,0.3068485154485738,positive
0.5667104087435795,0.4532895912564205,0.17171040874357954,0.9232620056870795,0.3549991064512045,0.15959185836151704,0.3114479562821023,positive
0.6221497078131195,0.48893713476639933,0.19,1.3721545032823033,0.5237971489252005,0.25188878697390293,0.48698055605615875,positive
0.6989368263044793,0.5355747305217917,0.17329738027164054,1.9239297393851993,0.7405568576840039,0.26913143266620776,0.7700431436740314,positive
0.6111419083306192,0.4826773854132741,0.16460643124796445,1.6455579338411053,0.5731463470728841,0.34067544551699974,0.34844512395460153,positive
0.6399004535067208,0.5186255668834009,0.18617534013004053,1.7839584325010933,0.6838667460008747,0.381296890578243,0.387988123571741,positive
0.5740406906415945,0.455,0.16095930935840552,0.8643101103392257,0.3257267568451299,0.14545252758480642,0.32,positive
0.645,0.49310818536881784,0.16209466219771562,1.5537641306334327,0.61420291903269,0.32750690451786413,0.38304056951330673,positive
0.6097528900427929,0.4814991742734877,0.19074958713674386,1.3534785919103285,0.5305,0.23997363755125475,0.46100495435907357,positive
0.6438537430238368,0.5284387709284897,0.18656122907151038,1.7540527936322476,0.685962268264703,0.3615629610601646,0.41334011161861134,positive
0.5686112628419653,0.45833242294820803,0.175,0.9559166211474104,0.3823608531686589,0.17997075043293628,0.2894450513678613,positive
0.6302012787791126,0.5218023748754949,0.17080054804819111,1.5835983558554267,0.6053028315823208,0.28807777127068945,0.43720493243372005,positive
0.48320573816442647,0.38538278550672056,0.14358852367114702,0.676050245120475,0.2164234428986559,0.1337679498547044,0.2145574540077513,positive
0.552757937778684,0.44122768000101953,0.1576512888883225,0.8368737582210102,0.36301066488903616,0.1736904746655792,0.2431671644456905,positive
0.57,0.4635681110836899,0.1858544888669519,0.9956616088077221,0.4253174910195243,0.17952538664034232,0.30042724443347596,positive
0.6475179905890696,0.4887769858836043,0.16129497647267382,1.470492769170339,0.5704747785812695,0.3125035981178139,0.3963669388289519,positive
0.6563576001624021,0.5180860801299216,0.165,1.3744709273146636,0.573278847590747,0.3388324163507883,0.36382783974015676,positive
0.6158958630080855,0.4963559200880499,0.1772760342479786,1.2471573465649584,0.49298423675130193,0.2998026390345005,0.35,positive
0.6367957696466771,0.5340492864866859,0.1736267584200044,1.5751197247399866,0.6199049185033562,0.2765845157586487,0.4626408257800398,positive
0.540830410261694,0.4412491230785082,0.1866678358953224,0.965709356408407,0.3324535687265612,0.19391941435400767,0.3300035076859672,positive
0.6260340566705456,0.510021285419091,0.2159489149941816,1.6355863773317816,0.5580553420896366,0.3385085141676364,0.6258637733178176,positive
0.646930087054662,0.5026899709817794,0.17193008705466198,1.4305638374979643,0.5652963819118999,0.30835106093826337,0.4154103192004273,positive
0.5639456667922362,0.4523641669805908,0.17026358330194094,0.9103746745385315,0.3375981588575866,0.15868854967979742,0.3231629996232911,positive
0.5692332429844196,0.45460054209348244,0.175,0.9557300271046741,0.3813034869264867,0.1739375430511299,0.29193297193767836,positive
0.6618950609189082,0.5124131050394961,0.184137701679832,1.3146895060918908,0.5368616331916809,0.24208656239626036,0.4581049390810918,positive
0.7277061037609562,0.562764990549801,0.17764721697211167,1.9625412207521913,0.8054534282741039,0.35003640748366605,0.6816046519569714,positive
0.639458169417386,0.492229084708693,0.1838854576456535,1.393935710066623,0.5167422797027205,0.28427624901075055,0.4547136441141338,positive
0.6585511852943328,0.5243661435662706,0.20481889816179158,1.3655944908089581,0.5010433055146252,0.2903299231986289,0.41,positive
0.5794756631869546,0.4544756631869547,0.16936061954472076,1.0531265480064573,0.3795460174568936,0.17983495464707694,0.37796681499192836,positive
0.5287334944634013,0.42703645152549163,0.12237586011307355,0.8644635484745085,0.28470615581928255,0.17345443559313545,0.2920364515254916,positive
0.6913123475590252,0.5510920089846475,0.18434866816410792,1.7738547175796688,0.70419467024526,0.38472518051799814,0.5541351083107989,positive
0.5665167458806155,0.47089952471630675,0.175,0.9565449762358154,0.3859215320029536,0.20028756495802927,0.2810669835224622,positive
0.655,0.5023250185646811,0.18077500618822703,1.4164687577352837,0.5068374907176595,0.31431000247529084,0.45430007425872454,positive
0.6495227843676912,0.5248847160833611,0.22536193171566993,1.7368546824824587,0.6231951654113763,0.3645080399828767,0.6594064372857501,positive
0.6211015617165705,0.48305078085828523,0.18847460957085738,1.3684659168817417,0.5270678715344291,0.24916923678294098,0.46618652392714344,positive
0.5651700926058385,0.4359329762075066,0.15076288360166812,0.8519654748539114,0.31012731614191835,0.16286341929040826,0.31576288360166815,positive
0.6757313981446857,0.5269664247680858,0.19910072569574283,1.347622322226377,0.5191810352968144,0.26818947269020565,0.41393284953617143,positive
0.6219652268520954,0.47924130671302384,0.15787934664348807,1.562135404744597,0.5673134881947002,0.3235173865739523,0.3569652268520955,positive
0.5302711152875056,0.4197288847124945,0.13449556704064025,0.8964135792565939,0.2761746616549933,0.18417022869563357,0.3137200187937749,positive
0.5433591753692254,0.40696898955692956,0.17631265970461968,0.979540569103383,0.26112531940923944,0.2074266144040014,0.37835917536922536,positive
0.43021020409652566,0.3190937317901273,0.125,0.36180393588665294,0.1188218513271655,0.05754204081930513,0.13290282799663572,positive
0.5880335748561653,0.4795083937140413,0.18147481885787603,1.0574520410270563,0.43194124400171074,0.214394486684419,0.3162709842851033,positive
0.615095712062834,0.5033971413752226,0.23433809770796224,1.6177670581900783,0.5275837162122106,0.33263157224362755,0.6758452442699056,positive
0.5701515880103766,0.4500757940051883,0.17469682397924668,0.9536961026765178,0.3790146779325517,0.1660755535709454,0.2953789700259416,positive
0.565,0.47597245216114836,0.17419449043222968,0.9488643533655197,0.38100876101973596,0.2054949871003101,0.282249586109933,positive
0.5600134927518693,0.449390179345853,0.15311656703008167,0.8271694534443748,0.36418969257217876,0.1649838086977568,0.2531435525338203,positive
0.43054106821678395,0.3193536964560445,0.125,0.36239476467282844,0.11915980539285788,0.05760821364335679,0.1330871665779225,positive
0.6426020727587575,0.5354463726721745,0.17825259094844678,1.5787411664573034,0.608720438869729,0.2743826945863847,0.49256399112161264,positive
0.6503767611425215,0.5153767611425215,0.18575352228504288,1.4035494696012925,0.5553524614876277,0.29701452428592406,0.4003767611425214,positive
0.5474798510340289,0.43726173692765213,0.1343053597489275,0.854238263072348,0.2957835483382898,0.16067282884043485,0.3022617369276521,positive
0.5470448783258441,0.4620448783258441,0.1829800540774026,0.9633840432619221,0.3525897566516883,0.2144014959441948,0.3069202163096104,positive
0.6066428491646609,0.4910952327764406,0.1786309590294492,1.2231119236436359,0.4771523947812544,0.28710952327764405,0.34808334264122887,positive
0.64,0.5167319034576066,0.16835197241645902,1.4862376483098523,0.6186899655205738,0.29260608964650825,0.4184917655399016,positive
0.5410570689719603,0.41295719827102984,0.14007133621495027,0.8717185474158871,0.2993599224205582,0.19205706897196023,0.3060570689719602,positive
0.640046320230046,0.539930519654931,0.175023160115023,1.5712547612652532,0.6268610393098619,0.2713404536908383,0.4752547612652531,positive
0.6200074627261015,0.4916749585845572,0.1666699834338229,1.6193349917169115,0.5653412106553294,0.3361687396461393,0.40336484262131744,positive
0.57,0.4650457826602264,0.18703662612818114,1.0000355166742703,0.43025291408515626,0.18094395135381736,0.30101831306409055,positive
0.6480609340440688,0.5185041758824831,0.1776869780146896,1.4874349837431529,0.5630499232503872,0.2941080109263307,0.45887813191186233,positive
0.5975956684923828,0.475,0.1812021657538086,1.1513808691746907,0.5071931417796062,0.26132888246378255,0.3187978342461914,positive
0.6238538397746385,0.508658649859149,0.21921924033804233,1.6364584640901445,0.5545124896337875,0.3379634599436596,0.6345846409014462,positive
0.6530609359620755,0.517143362066368,0.1913261699525943,1.6098562844871744,0.53524692486642,0.2879792167506981,0.5631613177440092,positive
0.5384375312027437,0.4128749625567076,0.18024997503780502,0.9781625087367682,0.26899995007561006,0.20870624188728662,0.3734375312027437,positive
0.44691128236440775,0.33417237206885675,0.12773891029555096,0.4300111613640923,0.1578703467879256,0.08197186574862397,0.1436945514777548,positive
0.5738769758853001,0.45,0.17112302411469993,1.0268363562895217,0.37806151205734995,0.16960158070824008,0.3647855659354016,positive
0.4909512096773461,0.40047560483867306,0.14452439516132695,0.6771195161290615,0.242151804435299,0.13146525201618944,0.24977378024193364,positive
0.608591429796202,0.483591429796202,0.167112855305697,1.1014304199367757,0.4100506998946265,0.2468805684891152,0.32859142979620204,positive
0.6235348458770955,0.5038264554722822,0.16205547946024892,1.1336870462069626,0.4342617380209709,0.271625881829137,0.3132361301349378,positive
0.6474918388636974,0.525,0.1850163222726052,1.717547881475045,0.6504238322032454,0.36657181799946287,0.4622796493198298,positive
0.6317570179801819,0.48837850899009094,0.18581074550495452,1.3832503624475025,0.5210741773861477,0.2695477968870979,0.4595268637623863,positive
0.5745742295053404,0.45,0.1704257704946595,1.0396658228982654,0.37771288524732977,0.1701593836042724,0.377336131096129,positive
0.64,0.5273162135309178,0.17137606100883365,1.5247947778626292,0.6224700762610421,0.2827778017212906,0.4441965185750862,positive
0.6429029417513903,0.5080676407347076,0.16338823299443914,1.5233917552772005,0.6063891135651295,0.2948041223613998,0.41984410672358585,positive
0.652289606889254,0.5220641427248282,0.22896792863758592,1.8255001203281542,0.5753928140254955,0.3578512177171098,0.8058367493053479,positive
0.5644762217364666,0.45460716630235,0.14960716630235,0.8211023450030633,0.36391970733146245,0.15922260576200167,0.26039283369765004,positive
0.4747653029012533,0.374718363481504,0.13495306058025067,0.5654954964173641,0.21402591186053166,0.10128877261112797,0.20962448464200528,positive
0.565,0.455,0.153560719337395,0.8358110931507986,0.36090517276199574,0.15846589209939074,0.2706821580121851,positive
0.6340267579367364,0.5090267579367364,0.15538929682530545,1.1534890354767797,0.4266569259526962,0.2872286994448602,0.3155839452379582,positive
0.6437165681938278,0.5079732545550623,0.165,1.4278160822220467,0.6051342481515539,0.3115277872986681,0.3840534908898755,positive
0.6286580855677161,0.5,0.21512255257637858,1.548087635975829,0.5220490210305514,0.32600020546359604,0.5884170896868791,positive
0.528840735063539,0.4134139867231457,0.175,0.8809559979484095,0.3603350178636908,0.20354333844281491,0.21268147012707794,positive
0.6103125748154052,0.5001250299261621,0.23976556888844602,1.6429908621648346,0.5327329879421254,0.3342702575106772,0.6902813173338647,positive
0.647554875258281,0.512554875258281,0.19255487525828105,1.3393696280630527,0.5146874422055596,0.2698432879390778,0.4473353742251568,positive
0.6022538240473976,0.49404614982679956,0.18893077525980065,1.3146792325779402,0.52989307752598,0.25177461759526026,0.4403461237009967,positive
0.655,0.5020122943216528,0.18067076477388427,1.4163384559673553,0.5069938528391736,0.31426830590955374,0.4530491772866113,positive
0.5350015811840328,0.42750276707205753,0.175,0.8947532809568682,0.36600118588802466,0.20900031623680657,0.22250276707205754,positive
0.6486438635512131,0.5062971677928676,0.18209905593095585,1.3133643863551214,0.5329882062688162,0.24524646330701844,0.47135613644878693,positive
0.6551945710559286,0.5311167426335572,0.19,1.8245564494130875,0.7177723994783001,0.39344436696212537,0.41442065786154403,positive
0.6242312838216904,0.4892312838216903,0.1930770946072301,1.3613334076631332,0.5243458107855398,0.24847497076578737,0.45769162157107957,positive
0.48927936838009,0.36618624558672663,0.12595343860331834,0.48064634739095047,0.18681153334630482,0.07669735092156915,0.16633037191070868,positive
0.6060964900354429,0.4907309933569619,0.17908625830379762,1.2244049735827853,0.47809941727189903,0.2870730993356962,0.3487207616253167,positive
0.6238826778044,0.4797206694511,0.15763966527445,1.5560474979710301,0.56932681169462,0.3225586610978,0.3588826778044,positive
0.5362968226652524,0.41652738300106074,0.13412102833156542,0.870171467366207,0.2943616637985149,0.18729682266525233,0.3012968226652523,positive
0.5653285431971418,0.45467145680285825,0.17032854319714177,0.9097197233319892,0.34449692829827744,0.1566899407139977,0.3183572840142912,positive
0.64,0.5128565334156746,0.1672447238330499,1.4721202288713862,0.6173059047913124,0.29620464754258785,0.4090801525809241,positive
0.5359342233050395,0.4167993325212204,0.1336677791312993,0.8700536225741379,0.2939809344702914,0.18693422330503945,0.30093422330503944,positive
0.525,0.41786585403991366,0.1461585351869831,0.8700670729800432,0.3186463395311039,0.190743901650845,0.24957317289284428,positive
0.5361847450612355,0.41,0.15822288240814683,0.8734407627469383,0.32774195108160253,0.2008483902163205,0.26371991157148605,positive
0.6620038153043767,0.525,0.18896947756498694,1.3550782527650533,0.5209389161046416,0.31765074354820916,0.3859542163474804,positive
0.6533946049696233,0.5073856132523287,0.18298201656541088,1.4204440594147434,0.5405727298509522,0.3002475530425274,0.39678920993924655,positive
0.5587903901627714,0.44801418893311795,0.1538810061482678,0.8288053531572931,0.36399093840145036,0.1664515318046742,0.25146178647381084,positive
0.5577228747801891,0.4468132341277128,0.15454820326238178,0.830233154981497,0.3638174671517807,0.167732550263773,0.2499939528227601,positive
0.5422357124202704,0.4120732156847972,0.1415446405253379,0.8721016065365879,0.30059749804128383,0.19323571242027035,0.30723571242027037,positive
0.5226942268933183,0.4358082680679955,0.19392230924267267,0.9720570205873386,0.3028915898361089,0.21096742672028074,0.35176692772801793,positive
0.5298647453023803,0.4236654658139877,0.1455996397441963,0.7343494185535997,0.28366546581398766,0.12941298508605642,0.2761316521395827,positive
0.617401596245669,0.5005239364399756,0.16582978692574216,1.1217507988473403,0.4376114358965962,0.26233164969535994,0.3122925532685645,positive
0.4982199977161951,0.39253998401336554,0.13465999314858523,0.6037239104748471,0.23651996345912127,0.10495397556328734,0.2211639630023603,positive
0.6923012663121523,0.5456943040115667,0.20182531657803807,2.005095888109883,0.6718672781537481,0.3941170253745681,0.7556721556301611,positive
0.565,0.4556346588915086,0.17012693177830174,0.9077820109608474,0.3431804655382061,0.15749779498396035,0.3188576139952845,positive
0.5504653409078167,0.41702686688147855,0.1465615259736619,0.867300430196134,0.30529575486971117,0.18702122565144405,0.3115615259736619,positive
0.6242013885576301,0.501420138855763,0.2286388891538959,1.638733680631745,0.5190767364125566,0.3238489585817774,0.6672777783077918,positive
0.6441076058089849,0.5136430423235939,0.21441929564326134,1.750121110414482,0.6119823356220695,0.30943090973039616,0.7206968452280863,positive
0.5644580801499303,0.45378068033734326,0.16932260018741294,0.9055922842511333,0.3409568042886159,0.15708383970013934,0.31972904007496517,positive
0.556121113522682,0.4483408351420115,0.1433408351420115,0.8307107194489157,0.34668729664053166,0.16277352675286014,0.26665916485798846,positive
0.6023107479658807,0.4773107479658807,0.17653387805117893,1.1457092268405409,0.48384871140090163,0.2619542048818863,0.3223107479658807,positive
0.6885162460259555,0.5283594637179937,0.18179731858996823,1.3248980914998247,0.5491483753974045,0.2738493534219583,0.397032492051911,positive
0.6599014473112282,0.5054927634438591,0.19980289462245637,1.6265086161047413,0.48662811849540333,0.2974139212928416,0.6091130258010536,positive
0.48208217163969147,0.39604108581984576,0.14895891418015425,0.6806671313441234,0.21975748339022097,0.13878220839725455,0.24955205429099228,positive
0.7379970629880617,0.5759962238417935,0.18499790213432973,1.9645994125976123,0.8280935385737356,0.4017852310256813,0.6244163213949147,positive
0.59464366013837,0.475,0.182678169930815,1.1383428322778006,0.5025191285524192,0.2537520610218163,0.317321830069185,positive
0.673890155685925,0.5267362694607407,0.1997911916177781,1.34983181317689,0.5169945598770359,0.27085927425540873,0.4134725389214812,positive
0.7402363443790655,0.5790454304738318,0.19476365562093453,2.007681986683177,0.7974116318674584,0.4277108715391777,0.6854176766491018,positive
0.5695027930362032,0.45049720696379675,0.17450279303620325,0.9506273717547921,0.3762212270751449,0.16545586537602688,0.2974860348189836,positive
0.6247268876399782,0.4848634438199891,0.18756827809000545,1.3734960566004697,0.5250286257025123,0.25610267261145825,0.4639206952250136,positive
0.5361093227257736,0.4333319920443302,0.13388665340721703,0.8776093227257736,0.29902511755458827,0.17044533863711317,0.2983319920443302,positive
0.6093291059568114,0.49288607063787426,0.17639241170265713,1.2167544492355464,0.47249621634152683,0.2872886070637874,0.34494937638372,positive
0.5774532979685049,0.455,0.15754670203149512,0.8483846094803106,0.31958406365669123,0.14147115237007765,0.32,positive
0.6449295882404614,0.5099295882404614,0.18992958824046136,1.333646502364206,0.5176802694058741,0.2653803000087843,0.45521123527861584,positive
0.6481702092943756,0.5199148918057612,0.23004255409711938,1.8076255168512474,0.5711659538846637,0.35557659382776396,0.7945531819802464,positive
0.5557757067062881,0.47077570670628804,0.1790996859083164,0.9602797487266531,0.37005141341257614,0.21469252355687626,0.2913987436332657,positive
0.636548181579119,0.5147398294408645,0.20206852269738987,1.3518426134869495,0.5092944319078303,0.2801535339803425,0.41,positive
0.6044816790926055,0.4884450372778168,0.18,1.2202618282038729,0.48321358962584526,0.28497854846116183,0.3468900745556336,positive
0.5452600384702148,0.4056500961755368,0.1749349903824463,0.9790443586219609,0.2595856606131465,0.20633690190095244,0.37921988458935585,positive
0.6458550853085447,0.486282627962817,0.1571377132713617,1.4827151229821967,0.584360037673652,0.3121710170617089,0.3855580545055404,positive
0.6391577251029206,0.5,0.18,1.3335162274076138,0.5246343886419335,0.2621165497120648,0.4766845497941589,positive
0.698806050825678,0.5292040338837855,0.1897346779612618,1.3210736237757605,0.5469387118450473,0.2351491085137794,0.42066330509684546,positive
0.525,0.41272153152634694,0.16502105107006113,0.8726392342368265,0.3447109069331754,0.20137550151221628,0.22042201198263275,positive
